                                                          Exhibit B Traditional
                                                        as of December 28, 2025


IL   2869 Lindeman, Kenneth R.    1453 E. Hyde Park Boulevard                     Chicago            60615   (773) 324-3800
IL   2871 Hudrick, Robert E.      726-H S. Milwaukee Avenue                       Gurnee             60031   (847) 816-7771
IL   2872 Kumar, Kuldeep          3145 South Ashland Avenue                       Chicago            60608   (773) 901-4900
IL   2875 Vickers, Chad           2035 E. 95th Street                             Chicago            60617   (773) 943-7878
IL   2876 Botrice, Morice B.      3413 W. Irving Park Road                        Chicago            60618   (312) 449-3030
IL   2878 Al-Farah, Ayed T.       4608 W. Fullerton                               Chicago            60639   (773) 772-9000
IL   2879 Al-farah, Eddie         5628 West Fullerton                             Cook               60639   (773) 782-1100
IL   2880 Hudrick, Robert E.      611 West Golf Road                              Des Plaines        60016   (224) 404-1400
IL   2881 Gronemann, James W.     1229 North Clybourn Ave.                        Chicago            60610   (312) 664-7440
IL   2883 Kumar, Vinod            2101 E. 71st St.Unit C6                         Chicago            60649   (773) 757-6700
IL   2886 Gronemann, James W.     1022 Waukegan Road                              Northbrook         60062   (847) 205-0025
IL   2887 Hudrick, Robert E.      1828 Sheridan Road                              Zion               60099   (847) 746-2000
IL   2888 Hudrick, Robert E.      350 Ridge Rd.                                   Wilmette           60091   (847) 256-9020
IL   2889 Atallah, Akram          655 E. Sibley                                   Dolton             60419   (708) 841-9490
IL   2891 Hudrick, Robert E.      38973 N. Lewis Avenue                           Beach Park         60099   (847) 249-4050
IL   2896 Ratterman, Mark B.      1030 Jason Place                                Chatham            62629   (217) 393-6700
IL   2900 Ratterman, Mark B.      407 E. University Ave. Ste. 102                 Urbana             61802   (217) 328-6800
IL   2901 Vickers, Chad           8357 South Cottage Grove                        Chicago            60619   (877) 883-9643
IL   2902 Duvall, Samuel Edward   1001 Charleston Ave.                            Mattoon            61938   (217) 235-7104
IL   2903 Ratterman, Mark B.      2190 Patricia Court                             Caseyville         62232   (618) 394-0030
IL   2904 Ratterman, Mark B.      1000 W. Fayette Avenue                          Effingham          62401   (217) 347-7788
IL   2905 Ambre, Timothy J.       6942 Kingery Hwy. (Rt. 83)                      Willowbrook        60527   (630) 920-8200
IL   2908 Ambre, Timothy J.       135 N. Randall Rd.                              Batavia            60510   (630) 425-2800
IL   2909 Crisp, Jason Paul       2035 S. Washington St..                         Naperville         60565   (630) 416-9900
IL   2912 Daugherty, Danny J.     820 S. Park Avenue                              Herrin             62948   (618) 988-1686
IL   2915 Burch, Nicholas M.      321 N. Main Street                              Benton             62812   (618) 439-9200
IL   2916 Ratterman, Mark B.      1340 W. Main St.                                Salem              62881   (618) 548-6600
IL   2918 Mabrey, Jeffrey M.      2501 Broadway                                   Quincy             62301   (217) 223-4040
IL   2920 Ratterman, Mark B.      520 South Tanner Street                         Rantoul            61866   (217) 893-4455
IL   2921 Ratterman, Mark B.      55 E. Green St.                                 Champaign          61820   (217) 355-0717
IL   2923 Ratterman, Mark B.      1301 N Prospect Rd.                             Champaign          61821   (217) 398-6900
IL   2924 Ratterman, Mark B.      1803 W. Kirby Avenue                            Champaign          61821   (217) 398-6800
IL   2926 Reyes, Jair A           229 Barron Blvd.                                Grayslake          60030   (847) 223-3300
IL   2929 Ratterman, Mark B.      304 E. Highway 50                               O'Fallon           62269   (618) 624-2700
IL   2930 Ratterman, Mark B.      4000 W. Main Street                             Belleville         62223   (618) 277-0300
IL   2931 Ratterman, Mark B.      1900 N. Belt East                               Belleville         62221   (618) 277-4601
IL   2932 Ratterman, Mark B.      5519 N. Illinois Street                         Fairview Heights   62208   (618) 236-2020
IL   2933 Ratterman, Mark B.      1302-1 Camp Jackson Road                        Cahokia            62206   (618) 332-2266
IL   2935 Ratterman, Mark B.      9785 Hayden Dr.                                 Mascoutah          62258   (618) 808-0666
IL   2937 DeVito, Daniel          1148 Douglas Road                               Oswego             60543   (630) 554-7777

